Variable,Year,Value,County2
per_driving_deaths_with_alcohol_involvement,2018,18,Suffolk City
per_driving_deaths_with_alcohol_involvement,2018,37,Virginia Beach City
per_driving_deaths_with_alcohol_involvement,2018,0,Waynesboro City
per_driving_deaths_with_alcohol_involvement,2018,0,Williamsburg City
per_driving_deaths_with_alcohol_involvement,2018,0,Winchester City
per_driving_deaths_with_alcohol_involvement,2018,30,Virginia
per_driving_deaths_with_alcohol_involvement,2019,33,Accomack County
per_driving_deaths_with_alcohol_involvement,2019,27,Albemarle County
per_driving_deaths_with_alcohol_involvement,2019,40,Alleghany County
per_driving_deaths_with_alcohol_involvement,2019,50,Amelia County
per_driving_deaths_with_alcohol_involvement,2019,27,Amherst County
per_driving_deaths_with_alcohol_involvement,2019,29,Appomattox County
per_driving_deaths_with_alcohol_involvement,2019,30,Arlington County
per_driving_deaths_with_alcohol_involvement,2019,31,Augusta County
per_driving_deaths_with_alcohol_involvement,2019,40,Bath County
per_driving_deaths_with_alcohol_involvement,2019,35,Bedford County
per_driving_deaths_with_alcohol_involvement,2019,0,Bland County
per_driving_deaths_with_alcohol_involvement,2019,23,Botetourt County
per_driving_deaths_with_alcohol_involvement,2019,26,Brunswick County
per_driving_deaths_with_alcohol_involvement,2019,21,Buchanan County
per_driving_deaths_with_alcohol_involvement,2019,47,Buckingham County
per_driving_deaths_with_alcohol_involvement,2019,38,Campbell County
per_driving_deaths_with_alcohol_involvement,2019,29,Caroline County
per_driving_deaths_with_alcohol_involvement,2019,21,Carroll County
per_driving_deaths_with_alcohol_involvement,2019,50,Charles City County
per_driving_deaths_with_alcohol_involvement,2019,47,Charlotte County
per_driving_deaths_with_alcohol_involvement,2019,30,Chesterfield County
per_driving_deaths_with_alcohol_involvement,2019,20,Clarke County
per_driving_deaths_with_alcohol_involvement,2019,50,Craig County
per_driving_deaths_with_alcohol_involvement,2019,37,Culpeper County
per_driving_deaths_with_alcohol_involvement,2019,40,Cumberland County
per_driving_deaths_with_alcohol_involvement,2019,44,Dickenson County
per_driving_deaths_with_alcohol_involvement,2019,32,Dinwiddie County
per_driving_deaths_with_alcohol_involvement,2019,30,Essex County
per_driving_deaths_with_alcohol_involvement,2019,29,Fairfax County
per_driving_deaths_with_alcohol_involvement,2019,23,Fauquier County
per_driving_deaths_with_alcohol_involvement,2019,57,Floyd County
per_driving_deaths_with_alcohol_involvement,2019,20,Fluvanna County
per_driving_deaths_with_alcohol_involvement,2019,26,Franklin County
per_driving_deaths_with_alcohol_involvement,2019,36,Frederick County
per_driving_deaths_with_alcohol_involvement,2019,21,Giles County
per_driving_deaths_with_alcohol_involvement,2019,25,Gloucester County
per_driving_deaths_with_alcohol_involvement,2019,21,Goochland County
per_driving_deaths_with_alcohol_involvement,2019,78,Grayson County
per_driving_deaths_with_alcohol_involvement,2019,20,Greene County
per_driving_deaths_with_alcohol_involvement,2019,33,Greensville County
per_driving_deaths_with_alcohol_involvement,2019,37,Halifax County
per_driving_deaths_with_alcohol_involvement,2019,32,Hanover County
per_driving_deaths_with_alcohol_involvement,2019,27,Henrico County
per_driving_deaths_with_alcohol_involvement,2019,31,Henry County
per_driving_deaths_with_alcohol_involvement,2019,33,Highland County
per_driving_deaths_with_alcohol_involvement,2019,32,Isle of Wight County
per_driving_deaths_with_alcohol_involvement,2019,41,James City County
per_driving_deaths_with_alcohol_involvement,2019,15,King and Queen County
per_driving_deaths_with_alcohol_involvement,2019,28,King George County
per_driving_deaths_with_alcohol_involvement,2019,38,King William County
per_driving_deaths_with_alcohol_involvement,2019,64,Lancaster County
per_driving_deaths_with_alcohol_involvement,2019,22,Lee County
per_driving_deaths_with_alcohol_involvement,2019,42,Loudoun County
per_driving_deaths_with_alcohol_involvement,2019,48,Louisa County
per_driving_deaths_with_alcohol_involvement,2019,33,Lunenburg County
per_driving_deaths_with_alcohol_involvement,2019,14,Madison County
per_driving_deaths_with_alcohol_involvement,2019,0,Mathews County
per_driving_deaths_with_alcohol_involvement,2019,33,Mecklenburg County
per_driving_deaths_with_alcohol_involvement,2019,23,Middlesex County
per_driving_deaths_with_alcohol_involvement,2019,27,Montgomery County
per_driving_deaths_with_alcohol_involvement,2019,38,Nelson County
per_driving_deaths_with_alcohol_involvement,2019,24,New Kent County
per_driving_deaths_with_alcohol_involvement,2019,21,Northampton County
per_driving_deaths_with_alcohol_involvement,2019,33,Northumberland County
per_driving_deaths_with_alcohol_involvement,2019,28,Nottoway County
per_driving_deaths_with_alcohol_involvement,2019,33,Orange County
per_driving_deaths_with_alcohol_involvement,2019,26,Page County
per_driving_deaths_with_alcohol_involvement,2019,38,Patrick County
per_driving_deaths_with_alcohol_involvement,2019,42,Pittsylvania County
per_driving_deaths_with_alcohol_involvement,2019,47,Powhatan County
per_driving_deaths_with_alcohol_involvement,2019,35,Prince Edward County
per_driving_deaths_with_alcohol_involvement,2019,41,Prince George County
per_driving_deaths_with_alcohol_involvement,2019,28,Prince William County
per_driving_deaths_with_alcohol_involvement,2019,24,Pulaski County
per_driving_deaths_with_alcohol_involvement,2019,29,Rappahannock County
per_driving_deaths_with_alcohol_involvement,2019,14,Richmond County
per_driving_deaths_with_alcohol_involvement,2019,25,Roanoke County
per_driving_deaths_with_alcohol_involvement,2019,20,Rockbridge County
per_driving_deaths_with_alcohol_involvement,2019,38,Rockingham County
per_driving_deaths_with_alcohol_involvement,2019,14,Russell County
per_driving_deaths_with_alcohol_involvement,2019,26,Scott County
per_driving_deaths_with_alcohol_involvement,2019,23,Shenandoah County
per_driving_deaths_with_alcohol_involvement,2019,23,Smyth County
per_driving_deaths_with_alcohol_involvement,2019,24,Southampton County
per_driving_deaths_with_alcohol_involvement,2019,27,Spotsylvania County
per_driving_deaths_with_alcohol_involvement,2019,30,Stafford County
per_driving_deaths_with_alcohol_involvement,2019,9,Surry County
per_driving_deaths_with_alcohol_involvement,2019,22,Sussex County
per_driving_deaths_with_alcohol_involvement,2019,40,Tazewell County
per_driving_deaths_with_alcohol_involvement,2019,17,Warren County
per_driving_deaths_with_alcohol_involvement,2019,29,Washington County
per_driving_deaths_with_alcohol_involvement,2019,46,Westmoreland County
per_driving_deaths_with_alcohol_involvement,2019,11,Wise County
per_driving_deaths_with_alcohol_involvement,2019,23,Wythe County
per_driving_deaths_with_alcohol_involvement,2019,36,York County
per_driving_deaths_with_alcohol_involvement,2019,27,Alexandria City
per_driving_deaths_with_alcohol_involvement,2019,25,Bristol City
per_driving_deaths_with_alcohol_involvement,2019,,Buena Vista City
per_driving_deaths_with_alcohol_involvement,2019,18,Charlottesville City
per_driving_deaths_with_alcohol_involvement,2019,31,Chesapeake City
per_driving_deaths_with_alcohol_involvement,2019,57,Colonial Heights City
per_driving_deaths_with_alcohol_involvement,2019,0,Covington City
per_driving_deaths_with_alcohol_involvement,2019,17,Danville City
per_driving_deaths_with_alcohol_involvement,2019,50,Emporia City
per_driving_deaths_with_alcohol_involvement,2019,22,Fairfax City
per_driving_deaths_with_alcohol_involvement,2019,,Falls Church City
per_driving_deaths_with_alcohol_involvement,2019,0,Franklin City
per_driving_deaths_with_alcohol_involvement,2019,38,Fredericksburg City
per_driving_deaths_with_alcohol_involvement,2019,100,Galax City
per_driving_deaths_with_alcohol_involvement,2019,30,Hampton City
per_driving_deaths_with_alcohol_involvement,2019,17,Harrisonburg City
per_driving_deaths_with_alcohol_involvement,2019,,Hopewell City
per_driving_deaths_with_alcohol_involvement,2019,,Lexington City
per_driving_deaths_with_alcohol_involvement,2019,29,Lynchburg City
per_driving_deaths_with_alcohol_involvement,2019,38,Manassas City
per_driving_deaths_with_alcohol_involvement,2019,,Manassas Park City
per_driving_deaths_with_alcohol_involvement,2019,25,Martinsville City
per_driving_deaths_with_alcohol_involvement,2019,38,Newport News City
per_driving_deaths_with_alcohol_involvement,2019,29,Norfolk City
per_driving_deaths_with_alcohol_involvement,2019,,Norton City
per_driving_deaths_with_alcohol_involvement,2019,29,Petersburg City
per_driving_deaths_with_alcohol_involvement,2019,50,Poquoson City
per_driving_deaths_with_alcohol_involvement,2019,33,Portsmouth City
per_driving_deaths_with_alcohol_involvement,2019,25,Radford City
per_driving_deaths_with_alcohol_involvement,2019,26,Richmond City
per_driving_deaths_with_alcohol_involvement,2019,29,Roanoke City
per_driving_deaths_with_alcohol_involvement,2019,20,Salem City
per_driving_deaths_with_alcohol_involvement,2019,50,Staunton City
per_driving_deaths_with_alcohol_involvement,2019,27,Suffolk City
per_driving_deaths_with_alcohol_involvement,2019,33,Virginia Beach City
per_driving_deaths_with_alcohol_involvement,2019,0,Waynesboro City
per_driving_deaths_with_alcohol_involvement,2019,33,Williamsburg City
per_driving_deaths_with_alcohol_involvement,2019,0,Winchester City
per_driving_deaths_with_alcohol_involvement,2019,30,Virginia
per_driving_deaths_with_alcohol_involvement,2020,33,Accomack County
per_driving_deaths_with_alcohol_involvement,2020,27,Albemarle County
per_driving_deaths_with_alcohol_involvement,2020,40,Alleghany County
per_driving_deaths_with_alcohol_involvement,2020,50,Amelia County
per_driving_deaths_with_alcohol_involvement,2020,27,Amherst County
per_driving_deaths_with_alcohol_involvement,2020,29,Appomattox County
per_driving_deaths_with_alcohol_involvement,2020,30,Arlington County
per_driving_deaths_with_alcohol_involvement,2020,31,Augusta County
per_driving_deaths_with_alcohol_involvement,2020,40,Bath County
per_driving_deaths_with_alcohol_involvement,2020,35,Bedford County
per_driving_deaths_with_alcohol_involvement,2020,0,Bland County
per_driving_deaths_with_alcohol_involvement,2020,23,Botetourt County
per_driving_deaths_with_alcohol_involvement,2020,26,Brunswick County
per_driving_deaths_with_alcohol_involvement,2020,21,Buchanan County
per_driving_deaths_with_alcohol_involvement,2020,47,Buckingham County
per_driving_deaths_with_alcohol_involvement,2020,38,Campbell County
per_driving_deaths_with_alcohol_involvement,2020,29,Caroline County
per_driving_deaths_with_alcohol_involvement,2020,21,Carroll County
per_driving_deaths_with_alcohol_involvement,2020,50,Charles City County
per_driving_deaths_with_alcohol_involvement,2020,47,Charlotte County
per_driving_deaths_with_alcohol_involvement,2020,30,Chesterfield County
per_driving_deaths_with_alcohol_involvement,2020,20,Clarke County
per_driving_deaths_with_alcohol_involvement,2020,50,Craig County
per_driving_deaths_with_alcohol_involvement,2020,37,Culpeper County
per_driving_deaths_with_alcohol_involvement,2020,40,Cumberland County
per_driving_deaths_with_alcohol_involvement,2020,44,Dickenson County
per_driving_deaths_with_alcohol_involvement,2020,32,Dinwiddie County
per_driving_deaths_with_alcohol_involvement,2020,30,Essex County
per_driving_deaths_with_alcohol_involvement,2020,29,Fairfax County
per_driving_deaths_with_alcohol_involvement,2020,23,Fauquier County
per_driving_deaths_with_alcohol_involvement,2020,57,Floyd County
per_driving_deaths_with_alcohol_involvement,2020,20,Fluvanna County
per_driving_deaths_with_alcohol_involvement,2020,26,Franklin County
per_driving_deaths_with_alcohol_involvement,2020,36,Frederick County
per_driving_deaths_with_alcohol_involvement,2020,21,Giles County
per_driving_deaths_with_alcohol_involvement,2020,25,Gloucester County
per_driving_deaths_with_alcohol_involvement,2020,21,Goochland County
per_driving_deaths_with_alcohol_involvement,2020,78,Grayson County
per_driving_deaths_with_alcohol_involvement,2020,20,Greene County
per_driving_deaths_with_alcohol_involvement,2020,33,Greensville County
per_driving_deaths_with_alcohol_involvement,2020,37,Halifax County
per_driving_deaths_with_alcohol_involvement,2020,32,Hanover County
per_driving_deaths_with_alcohol_involvement,2020,27,Henrico County
per_driving_deaths_with_alcohol_involvement,2020,31,Henry County
per_driving_deaths_with_alcohol_involvement,2020,33,Highland County
per_driving_deaths_with_alcohol_involvement,2020,32,Isle of Wight County
per_driving_deaths_with_alcohol_involvement,2020,41,James City County
per_driving_deaths_with_alcohol_involvement,2020,15,King and Queen County
per_driving_deaths_with_alcohol_involvement,2020,28,King George County
per_driving_deaths_with_alcohol_involvement,2020,38,King William County
per_driving_deaths_with_alcohol_involvement,2020,64,Lancaster County
per_driving_deaths_with_alcohol_involvement,2020,22,Lee County
per_driving_deaths_with_alcohol_involvement,2020,42,Loudoun County
per_driving_deaths_with_alcohol_involvement,2020,48,Louisa County
per_driving_deaths_with_alcohol_involvement,2020,33,Lunenburg County
per_driving_deaths_with_alcohol_involvement,2020,14,Madison County
per_driving_deaths_with_alcohol_involvement,2020,0,Mathews County
per_driving_deaths_with_alcohol_involvement,2020,33,Mecklenburg County
per_driving_deaths_with_alcohol_involvement,2020,23,Middlesex County
per_driving_deaths_with_alcohol_involvement,2020,27,Montgomery County
per_driving_deaths_with_alcohol_involvement,2020,38,Nelson County
per_driving_deaths_with_alcohol_involvement,2020,24,New Kent County
per_driving_deaths_with_alcohol_involvement,2020,21,Northampton County
per_driving_deaths_with_alcohol_involvement,2020,33,Northumberland County
per_driving_deaths_with_alcohol_involvement,2020,28,Nottoway County
per_driving_deaths_with_alcohol_involvement,2020,33,Orange County
per_driving_deaths_with_alcohol_involvement,2020,26,Page County
per_driving_deaths_with_alcohol_involvement,2020,38,Patrick County
per_driving_deaths_with_alcohol_involvement,2020,42,Pittsylvania County
per_driving_deaths_with_alcohol_involvement,2020,47,Powhatan County
per_driving_deaths_with_alcohol_involvement,2020,35,Prince Edward County
per_driving_deaths_with_alcohol_involvement,2020,41,Prince George County
per_driving_deaths_with_alcohol_involvement,2020,28,Prince William County
per_driving_deaths_with_alcohol_involvement,2020,24,Pulaski County
per_driving_deaths_with_alcohol_involvement,2020,29,Rappahannock County
per_driving_deaths_with_alcohol_involvement,2020,14,Richmond County
per_driving_deaths_with_alcohol_involvement,2020,25,Roanoke County
per_driving_deaths_with_alcohol_involvement,2020,20,Rockbridge County
per_driving_deaths_with_alcohol_involvement,2020,38,Rockingham County
per_driving_deaths_with_alcohol_involvement,2020,14,Russell County
per_driving_deaths_with_alcohol_involvement,2020,26,Scott County
per_driving_deaths_with_alcohol_involvement,2020,23,Shenandoah County
per_driving_deaths_with_alcohol_involvement,2020,23,Smyth County
per_driving_deaths_with_alcohol_involvement,2020,24,Southampton County
per_driving_deaths_with_alcohol_involvement,2020,27,Spotsylvania County
per_driving_deaths_with_alcohol_involvement,2020,30,Stafford County
per_driving_deaths_with_alcohol_involvement,2020,9,Surry County
per_driving_deaths_with_alcohol_involvement,2020,22,Sussex County
per_driving_deaths_with_alcohol_involvement,2020,40,Tazewell County
per_driving_deaths_with_alcohol_involvement,2020,17,Warren County
per_driving_deaths_with_alcohol_involvement,2020,29,Washington County
per_driving_deaths_with_alcohol_involvement,2020,46,Westmoreland County
per_driving_deaths_with_alcohol_involvement,2020,11,Wise County
per_driving_deaths_with_alcohol_involvement,2020,23,Wythe County
per_driving_deaths_with_alcohol_involvement,2020,36,York County
per_driving_deaths_with_alcohol_involvement,2020,27,Alexandria City
per_driving_deaths_with_alcohol_involvement,2020,25,Bristol City
per_driving_deaths_with_alcohol_involvement,2020,,Buena Vista City
per_driving_deaths_with_alcohol_involvement,2020,18,Charlottesville City
per_driving_deaths_with_alcohol_involvement,2020,31,Chesapeake City
per_driving_deaths_with_alcohol_involvement,2020,57,Colonial Heights City
per_driving_deaths_with_alcohol_involvement,2020,0,Covington City
per_driving_deaths_with_alcohol_involvement,2020,17,Danville City
per_driving_deaths_with_alcohol_involvement,2020,50,Emporia City
per_driving_deaths_with_alcohol_involvement,2020,22,Fairfax City
per_driving_deaths_with_alcohol_involvement,2020,,Falls Church City
per_driving_deaths_with_alcohol_involvement,2020,0,Franklin City
per_driving_deaths_with_alcohol_involvement,2020,38,Fredericksburg City
per_driving_deaths_with_alcohol_involvement,2020,100,Galax City
per_driving_deaths_with_alcohol_involvement,2020,30,Hampton City
per_driving_deaths_with_alcohol_involvement,2020,17,Harrisonburg City
per_driving_deaths_with_alcohol_involvement,2020,,Hopewell City
per_driving_deaths_with_alcohol_involvement,2020,,Lexington City
per_driving_deaths_with_alcohol_involvement,2020,29,Lynchburg City
per_driving_deaths_with_alcohol_involvement,2020,38,Manassas City
per_driving_deaths_with_alcohol_involvement,2020,,Manassas Park City
per_driving_deaths_with_alcohol_involvement,2020,25,Martinsville City
per_driving_deaths_with_alcohol_involvement,2020,38,Newport News City
per_driving_deaths_with_alcohol_involvement,2020,29,Norfolk City
per_driving_deaths_with_alcohol_involvement,2020,,Norton City
per_driving_deaths_with_alcohol_involvement,2020,29,Petersburg City
per_driving_deaths_with_alcohol_involvement,2020,50,Poquoson City
per_driving_deaths_with_alcohol_involvement,2020,33,Portsmouth City
per_driving_deaths_with_alcohol_involvement,2020,25,Radford City
per_driving_deaths_with_alcohol_involvement,2020,26,Richmond City
per_driving_deaths_with_alcohol_involvement,2020,29,Roanoke City
per_driving_deaths_with_alcohol_involvement,2020,20,Salem City
per_driving_deaths_with_alcohol_involvement,2020,50,Staunton City
per_driving_deaths_with_alcohol_involvement,2020,27,Suffolk City
per_driving_deaths_with_alcohol_involvement,2020,33,Virginia Beach City
per_driving_deaths_with_alcohol_involvement,2020,0,Waynesboro City
per_driving_deaths_with_alcohol_involvement,2020,33,Williamsburg City
per_driving_deaths_with_alcohol_involvement,2020,0,Winchester City
per_driving_deaths_with_alcohol_involvement,2020,30,Virginia
per_excessive_drinking,2016,15,Accomack County
per_excessive_drinking,2016,19,Albemarle County
per_excessive_drinking,2016,15,Alleghany County
per_excessive_drinking,2016,17,Amelia County
per_excessive_drinking,2016,16,Amherst County
per_excessive_drinking,2016,16,Appomattox County
per_excessive_drinking,2016,26,Arlington County
per_excessive_drinking,2016,18,Augusta County
per_excessive_drinking,2016,15,Bath County
per_excessive_drinking,2016,18,Bedford County
per_excessive_drinking,2016,19,Bland County
per_excessive_drinking,2016,18,Botetourt County
per_excessive_drinking,2016,14,Brunswick County
per_excessive_drinking,2016,15,Buchanan County
per_excessive_drinking,2016,16,Buckingham County
per_excessive_drinking,2016,17,Campbell County
per_excessive_drinking,2016,17,Caroline County
per_excessive_drinking,2016,16,Carroll County
per_excessive_drinking,2016,14,Charles City County
per_excessive_drinking,2016,14,Charlotte County
per_excessive_drinking,2016,17,Chesterfield County
per_excessive_drinking,2016,17,Clarke County
per_excessive_drinking,2016,16,Craig County
per_excessive_drinking,2016,17,Culpeper County
per_excessive_drinking,2016,15,Cumberland County
per_excessive_drinking,2016,16,Dickenson County
per_excessive_drinking,2016,16,Dinwiddie County
per_excessive_drinking,2016,14,Essex County
per_excessive_drinking,2016,17,Fairfax County
per_excessive_drinking,2016,19,Fauquier County
per_excessive_drinking,2016,18,Floyd County
per_excessive_drinking,2016,17,Fluvanna County
per_excessive_drinking,2016,16,Franklin County
per_excessive_drinking,2016,19,Frederick County
per_excessive_drinking,2016,18,Giles County
per_excessive_drinking,2016,18,Gloucester County
per_excessive_drinking,2016,17,Goochland County
per_excessive_drinking,2016,14,Grayson County
per_excessive_drinking,2016,17,Greene County
per_excessive_drinking,2016,15,Greensville County
per_excessive_drinking,2016,14,Halifax County
per_excessive_drinking,2016,20,Hanover County
per_excessive_drinking,2016,17,Henrico County
per_excessive_drinking,2016,14,Henry County
per_excessive_drinking,2016,15,Highland County
per_excessive_drinking,2016,17,Isle of Wight County
per_excessive_drinking,2016,16,James City County
per_excessive_drinking,2016,15,King and Queen County
per_excessive_drinking,2016,20,King George County
per_excessive_drinking,2016,18,King William County
per_excessive_drinking,2016,14,Lancaster County
per_excessive_drinking,2016,16,Lee County
per_excessive_drinking,2016,17,Loudoun County
per_excessive_drinking,2016,16,Louisa County
per_excessive_drinking,2016,14,Lunenburg County
per_excessive_drinking,2016,16,Madison County
per_excessive_drinking,2016,15,Mathews County
per_excessive_drinking,2016,13,Mecklenburg County
per_excessive_drinking,2016,15,Middlesex County
per_excessive_drinking,2016,20,Montgomery County
per_excessive_drinking,2016,15,Nelson County
per_excessive_drinking,2016,19,New Kent County
per_excessive_drinking,2016,13,Northampton County
per_excessive_drinking,2016,14,Northumberland County
per_excessive_drinking,2016,15,Nottoway County
per_excessive_drinking,2016,17,Orange County
per_excessive_drinking,2016,16,Page County
per_excessive_drinking,2016,15,Patrick County
per_excessive_drinking,2016,15,Pittsylvania County
per_excessive_drinking,2016,20,Powhatan County
per_excessive_drinking,2016,17,Prince Edward County
per_excessive_drinking,2016,17,Prince George County
per_excessive_drinking,2016,18,Prince William County
per_excessive_drinking,2016,16,Pulaski County
per_excessive_drinking,2016,16,Rappahannock County
per_excessive_drinking,2016,15,Richmond County
per_excessive_drinking,2016,17,Roanoke County
per_excessive_drinking,2016,16,Rockbridge County
per_excessive_drinking,2016,18,Rockingham County
per_excessive_drinking,2016,16,Russell County
per_excessive_drinking,2016,15,Scott County
per_excessive_drinking,2016,18,Shenandoah County
per_excessive_drinking,2016,17,Smyth County
per_excessive_drinking,2016,15,Southampton County
per_excessive_drinking,2016,20,Spotsylvania County
per_excessive_drinking,2016,19,Stafford County
per_excessive_drinking,2016,15,Surry County
per_excessive_drinking,2016,16,Sussex County
per_excessive_drinking,2016,16,Tazewell County
per_excessive_drinking,2016,20,Warren County
per_excessive_drinking,2016,17,Washington County
per_excessive_drinking,2016,15,Westmoreland County
per_excessive_drinking,2016,16,Wise County
per_excessive_drinking,2016,16,Wythe County
per_excessive_drinking,2016,18,York County
per_excessive_drinking,2016,21,Alexandria City
per_excessive_drinking,2016,15,Bristol City
per_excessive_drinking,2016,15,Buena Vista City
per_excessive_drinking,2016,19,Charlottesville City
per_excessive_drinking,2016,17,Chesapeake City
per_excessive_drinking,2016,16,Colonial Heights City
per_excessive_drinking,2016,16,Covington City
per_excessive_drinking,2016,13,Danville City
per_excessive_drinking,2016,11,Emporia City
per_excessive_drinking,2016,18,Fairfax City
per_excessive_drinking,2016,20,Falls Church City
per_excessive_drinking,2016,13,Franklin City
per_excessive_drinking,2016,19,Fredericksburg City
per_excessive_drinking,2016,14,Galax City
per_excessive_drinking,2016,18,Hampton City
per_excessive_drinking,2016,19,Harrisonburg City
per_excessive_drinking,2016,16,Hopewell City
per_excessive_drinking,2016,22,Lexington City
per_excessive_drinking,2016,17,Lynchburg City
per_excessive_drinking,2016,18,Manassas City
per_excessive_drinking,2016,17,Manassas Park City
per_excessive_drinking,2016,14,Martinsville City
per_excessive_drinking,2016,16,Newport News City
per_excessive_drinking,2016,21,Norfolk City
per_excessive_drinking,2016,16,Norton City
per_excessive_drinking,2016,12,Petersburg City
per_excessive_drinking,2016,19,Poquoson City
per_excessive_drinking,2016,16,Portsmouth City
per_excessive_drinking,2016,18,Radford City
per_excessive_drinking,2016,19,Richmond City
per_excessive_drinking,2016,15,Roanoke City
per_excessive_drinking,2016,18,Salem City
per_excessive_drinking,2016,16,Staunton City
per_excessive_drinking,2016,17,Suffolk City
per_excessive_drinking,2016,22,Virginia Beach City
per_excessive_drinking,2016,17,Waynesboro City
per_excessive_drinking,2016,19,Williamsburg City
per_excessive_drinking,2016,17,Winchester City
per_excessive_drinking,2016,17,Virginia
per_excessive_drinking,2017,15,Accomack County
per_excessive_drinking,2017,21,Albemarle County
per_excessive_drinking,2017,16,Alleghany County
per_excessive_drinking,2017,17,Amelia County
per_excessive_drinking,2017,17,Amherst County
per_excessive_drinking,2017,17,Appomattox County
per_excessive_drinking,2017,22,Arlington County
per_excessive_drinking,2017,16,Augusta County
per_excessive_drinking,2017,16,Bath County
per_excessive_drinking,2017,18,Bedford County
per_excessive_drinking,2017,19,Bland County
per_excessive_drinking,2017,19,Botetourt County
per_excessive_drinking,2017,15,Brunswick County
per_excessive_drinking,2017,15,Buchanan County
per_excessive_drinking,2017,17,Buckingham County
per_excessive_drinking,2017,17,Campbell County
per_excessive_drinking,2017,18,Caroline County
per_excessive_drinking,2017,17,Carroll County
per_excessive_drinking,2017,15,Charles City County
per_excessive_drinking,2017,15,Charlotte County
per_excessive_drinking,2017,18,Chesterfield County
per_excessive_drinking,2017,17,Clarke County
per_excessive_drinking,2017,18,Craig County
per_excessive_drinking,2017,19,Culpeper County
per_excessive_drinking,2017,15,Cumberland County
per_excessive_drinking,2017,16,Dickenson County
per_excessive_drinking,2017,17,Dinwiddie County
per_excessive_drinking,2017,15,Essex County
per_excessive_drinking,2017,17,Fairfax County
per_excessive_drinking,2017,20,Fauquier County
per_excessive_drinking,2017,17,Floyd County
per_excessive_drinking,2017,18,Fluvanna County
per_excessive_drinking,2017,18,Franklin County
per_excessive_drinking,2017,20,Frederick County
per_excessive_drinking,2017,17,Giles County
per_excessive_drinking,2017,19,Gloucester County
per_excessive_drinking,2017,18,Goochland County
per_excessive_drinking,2017,16,Grayson County
per_excessive_drinking,2017,18,Greene County
per_excessive_drinking,2017,16,Greensville County
per_excessive_drinking,2017,14,Halifax County
per_excessive_drinking,2017,19,Hanover County
per_excessive_drinking,2017,17,Henrico County
per_excessive_drinking,2017,14,Henry County
per_excessive_drinking,2017,15,Highland County
per_excessive_drinking,2017,18,Isle of Wight County
per_excessive_drinking,2017,16,James City County
per_excessive_drinking,2017,16,King and Queen County
per_excessive_drinking,2017,21,King George County
per_excessive_drinking,2017,19,King William County
per_excessive_drinking,2017,13,Lancaster County
per_excessive_drinking,2017,16,Lee County
per_excessive_drinking,2017,18,Loudoun County
per_excessive_drinking,2017,18,Louisa County
per_excessive_drinking,2017,15,Lunenburg County
per_excessive_drinking,2017,16,Madison County
per_excessive_drinking,2017,16,Mathews County
per_excessive_drinking,2017,14,Mecklenburg County
per_excessive_drinking,2017,15,Middlesex County
per_excessive_drinking,2017,21,Montgomery County
per_excessive_drinking,2017,16,Nelson County
per_excessive_drinking,2017,20,New Kent County
per_excessive_drinking,2017,14,Northampton County
per_excessive_drinking,2017,14,Northumberland County
per_excessive_drinking,2017,15,Nottoway County
per_excessive_drinking,2017,17,Orange County
per_excessive_drinking,2017,17,Page County
per_excessive_drinking,2017,15,Patrick County
per_excessive_drinking,2017,15,Pittsylvania County
per_excessive_drinking,2017,20,Powhatan County
per_excessive_drinking,2017,18,Prince Edward County
per_excessive_drinking,2017,19,Prince George County
per_excessive_drinking,2017,18,Prince William County
per_excessive_drinking,2017,17,Pulaski County
per_excessive_drinking,2017,18,Rappahannock County
per_excessive_drinking,2017,16,Richmond County
per_excessive_drinking,2017,18,Roanoke County
per_excessive_drinking,2017,16,Rockbridge County
per_excessive_drinking,2017,18,Rockingham County
per_excessive_drinking,2017,16,Russell County
per_excessive_drinking,2017,16,Scott County
per_excessive_drinking,2017,18,Shenandoah County
per_excessive_drinking,2017,17,Smyth County
per_excessive_drinking,2017,16,Southampton County
per_excessive_drinking,2017,21,Spotsylvania County
per_excessive_drinking,2017,20,Stafford County
per_excessive_drinking,2017,15,Surry County
per_excessive_drinking,2017,16,Sussex County
per_excessive_drinking,2017,16,Tazewell County
per_excessive_drinking,2017,19,Warren County
per_excessive_drinking,2017,16,Washington County
per_excessive_drinking,2017,16,Westmoreland County
per_excessive_drinking,2017,17,Wise County
per_excessive_drinking,2017,17,Wythe County
per_excessive_drinking,2017,20,York County
per_excessive_drinking,2017,22,Alexandria City
per_excessive_drinking,2017,16,Bristol City
per_excessive_drinking,2017,16,Buena Vista City
per_excessive_drinking,2017,18,Charlottesville City
per_excessive_drinking,2017,17,Chesapeake City
per_excessive_drinking,2017,16,Colonial Heights City
per_excessive_drinking,2017,16,Covington City
per_excessive_drinking,2017,14,Danville City
per_excessive_drinking,2017,12,Emporia City
per_excessive_drinking,2017,17,Fairfax City
per_excessive_drinking,2017,20,Falls Church City
per_excessive_drinking,2017,14,Franklin City
per_excessive_drinking,2017,19,Fredericksburg City
per_excessive_drinking,2017,16,Galax City
per_excessive_drinking,2017,17,Hampton City
per_excessive_drinking,2017,20,Harrisonburg City
per_excessive_drinking,2017,15,Hopewell City
per_excessive_drinking,2017,21,Lexington City
per_excessive_drinking,2017,18,Lynchburg City
per_excessive_drinking,2017,18,Manassas City
per_excessive_drinking,2017,18,Manassas Park City
